feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10
149.232	-0.24246	0.67557	-0.19321	0.84981	100.635	-0.29935	127.631	-0.19031	0.47385
0.32150	-0.21048	-0.74875	-0.79947	0.69056	0.47091	0.86335	0.09171	0.17303	-0.85589
0.89526	-0.16362	-0.28613	-0.34592	0.71697	0.20139	0.28802	0.43126	-0.15404	-0.16750
120.020	-161.332	0.54685	-0.78486	-0.14445	0.21099	-0.18662	178.490	-0.96927	0.59631
118.334	-0.14256	-0.48979	-0.24228	0.07677	-0.97305	0.12939	103.031	-0.80132	-0.49147
0.50133	-0.50395	-0.87188	-0.81194	0.05022	-0.52421	0.72507	0.61795	-0.46544	-0.96013
0.99689	-130.538	0.25288	-0.90836	-0.09768	0.28577	0.10005	164.542	-0.74672	0.03741
0.97380	-0.79937	0.15023	-0.62713	0.41776	0.52087	0.13311	104.431	-0.37268	0.11847
0.20270	0.09371	-0.57173	-0.78859	128.186	146.056	0.96103	-0.29421	0.77060	-0.77898
130.900	-105.373	0.59232	-0.94247	-0.20848	0.59640	-0.06411	240.054	-0.76043	-0.25325
0.52351	-0.40548	-0.57648	-0.52724	0.74138	0.18933	0.56542	-0.03817	-0.04743	-0.20548
0.51630	-124.592	-0.47113	-124.275	-0.40388	-0.21680	0.64822	139.513	-0.73264	-0.85328
0.98664	-0.23618	-0.07545	-0.40826	0.67711	0.43374	0.20730	0.71652	-0.16306	-0.13140
133.315	-0.27942	-0.63488	0.09559	-0.03224	-185.196	-0.09433	0.74887	-119.661	-0.00525
102.728	-0.57364	0.02704	-0.60433	0.31493	0.30002	0.16846	118.754	-0.42294	-0.19764
0.73278	-0.32604	-0.41224	-0.66625	0.40964	0.17783	0.49374	0.73582	-0.21869	-0.62297
0.92872	-127.204	-0.19881	-0.78831	-0.32912	-0.62800	0.18025	138.738	-103.263	-0.10920
0.44202	-0.51341	-112.244	-0.57650	0.15194	-102.784	0.70678	0.06007	-0.55688	-0.65468
110.441	-0.59233	0.23388	-0.19724	0.89026	0.54444	-0.08133	0.44267	-0.23343	0.75261
0.90083	0.11545	0.24208	-0.30726	150.070	171.575	0.23510	0.17247	0.58236	0.18788
123.143	-0.36824	0.10665	-0.21319	0.59714	0.14183	-0.07056	0.85890	-0.42453	0.27447
0.55724	-0.49341	-0.63471	-0.42082	0.69559	-0.12686	0.49451	-0.15813	-0.19352	-0.01308
0.47220	-0.59511	-0.45492	-0.76632	0.59537	0.46292	0.62487	0.28517	-0.04190	-0.35854
123.697	-0.90727	0.31733	-0.34325	0.40511	0.15929	-0.18255	105.187	-0.63682	0.64879
0.66472	-0.86914	0.01347	-0.89048	0.48811	0.89932	0.41981	0.85776	-0.11891	-0.14572
0.72018	-0.03564	-0.86078	-0.21165	0.60865	-0.66902	0.46580	-0.08241	-0.31427	-0.36312
0.65083	-0.26552	-0.13251	-0.56746	103.520	109.195	0.46109	0.21117	0.27656	-0.11198
162.986	0.12064	0.29797	0.40388	105.666	0.02027	-0.46447	0.51734	-0.37297	0.86416
0.64778	-0.55083	-0.54710	-0.58127	0.40460	-0.16294	0.48013	0.38043	-0.34527	-0.30510
187.467	-0.07970	111.793	-0.10511	0.82905	129.999	-0.59100	191.076	-0.24340	0.52365
0.52288	-0.93013	-0.60956	-0.63286	0.31653	-0.35744	0.49529	0.17985	-0.48026	-0.02249
0.86294	-111.957	-0.20848	-0.67073	0.00076	-0.36966	0.20549	0.97709	-0.78927	0.06705
138.034	-0.12567	-0.26234	-0.05652	0.20158	-0.90304	-0.09279	105.712	-0.83414	-0.12887
0.90455	-124.136	-0.32285	-0.74725	-0.36199	-0.84721	0.20691	128.599	-108.441	-0.14464
112.779	-0.53768	0.65263	-0.68907	0.76312	161.576	0.03971	139.025	0.04489	0.09610
0.93819	-112.704	-0.39386	-0.53957	-0.19979	-102.153	0.14345	0.96223	-107.096	0.07489
0.88936	-0.89105	-0.09186	-0.77666	0.07133	0.07314	0.26416	123.326	-0.58618	-0.24891
114.246	-0.86234	0.46665	-0.79715	0.22960	0.84721	0.03588	171.733	-0.42976	-0.05348
0.71646	-0.28818	-0.60453	-0.30387	0.67444	-0.26098	0.40034	-0.00152	-0.25195	-0.09145
146.088	-100.007	107.980	-0.57357	0.53995	141.196	-0.37518	182.509	-0.37160	0.74984
0.93100	-0.41080	-0.48828	-0.46366	0.15208	-0.58403	0.29707	0.84172	-0.62915	-0.43856
0.72462	-0.78300	-0.42462	-0.64663	0.20743	-0.25532	0.38867	0.66293	-0.53268	-0.21438
153.331	-118.491	0.44581	-0.54369	-0.38272	-0.46672	-0.35208	218.220	-126.053	0.26729
143.277	-0.48261	0.81264	-0.33365	0.83101	127.755	-0.28961	136.149	-0.16104	0.58479
0.48803	-121.462	-0.36544	-104.197	0.02874	0.10826	0.57019	0.85705	-0.49517	-0.34067
194.192	0.07535	101.793	0.18464	101.393	100.191	-0.69161	151.152	-0.26296	0.81021
136.409	0.36619	0.57811	-0.01444	149.604	161.302	-0.14438	0.62359	0.40766	0.38624
0.86982	-107.259	-0.04847	-0.58813	0.29524	0.03272	0.14938	0.76034	-0.58012	0.34236
0.88995	-102.285	-0.44077	-0.63094	-0.22174	-0.91175	0.23943	105.327	-0.99160	-0.18602
154.596	-0.43887	0.33916	-0.48868	-0.09260	-0.07597	-0.19193	216.272	-0.84994	-0.34631
0.23392	-0.34542	-0.87149	-0.99612	0.40932	0.28552	0.98329	0.32599	0.04193	-116.410
0.59789	-129.696	-0.69063	-0.80154	-0.30336	-104.738	0.45364	0.74976	-0.99752	-0.22517
110.663	-101.415	0.24703	-0.55500	0.26031	0.23049	-0.03620	118.926	-0.62725	0.38532
127.123	-0.53195	0.13545	-0.31469	0.35192	-0.02070	-0.09404	116.056	-0.60767	0.18702
123.107	-0.76239	0.07479	-0.32457	0.23104	-0.28190	-0.10905	109.365	-0.76662	0.34048
0.88957	-133.497	0.53185	-103.562	0.25725	120.576	0.15251	153.284	-0.34049	0.19356
124.372	-0.43301	0.28395	-0.40680	0.51283	0.50698	-0.04654	123.230	-0.36807	0.09491
149.357	-0.94731	0.37415	-0.30008	0.02106	-0.35876	-0.36139	159.761	-102.667	0.53944
112.915	-0.94098	-0.00406	-0.36587	0.19298	-0.38773	-0.06207	0.94315	-0.81298	0.43914
0.95667	-0.03119	0.01445	-0.11106	129.721	0.87157	0.13363	-0.01895	0.21204	0.42068
124.155	-0.85854	-0.01037	-0.28331	0.11519	-0.60655	-0.13765	106.214	-0.92624	0.40795
0.87921	-0.22625	0.18433	-0.66685	0.87136	136.133	0.32547	0.89107	0.21222	-0.29051
130.810	-0.48739	0.61748	-0.41610	0.73826	111.029	-0.15239	128.956	-0.17778	0.37174
0.25246	0.16915	-0.96693	-0.61139	0.98397	0.43274	0.95209	-0.39021	0.39013	-0.92054
100.840	-0.05383	0.04464	-0.15975	116.496	0.80664	0.11401	0.20532	0.12513	0.31299
0.66634	-0.27439	-0.22627	-0.70467	0.72810	0.83841	0.52335	0.57766	0.10757	-0.48909
0.65573	-0.37427	-0.28661	-0.55265	0.81221	0.60599	0.45616	0.24716	0.03935	-0.14805
0.73297	-0.27208	-0.40922	-0.66998	0.43507	0.23478	0.50686	0.74484	-0.17914	-0.67170
0.89698	-0.40858	-0.15297	-0.45198	0.61771	0.30785	0.24964	0.60241	-0.22512	-0.05493
0.97886	0.38988	-0.07188	-0.14166	132.823	100.121	0.24548	0.14956	0.37333	-0.09179
-0.08824	-0.38610	-157.257	-103.943	0.13343	-0.67067	129.917	-0.14667	-0.17087	-153.981
0.89275	-0.21284	-0.41295	-0.48055	0.38866	-0.12646	0.35613	0.75711	-0.35393	-0.51860
0.66959	0.39099	-0.10532	-0.19321	180.870	166.687	0.44362	-0.52406	0.84594	0.11327
0.46795	0.39649	-112.616	0.00764	125.529	-0.33960	0.66379	-108.237	0.20977	-0.25057
0.34971	-0.07009	0.18416	181.236	0.43914	0.00805	0.12595	-0.04365	-0.45677	0.33809
-0.02753	0.06780	0.34048	273.173	0.81665	-0.43876	0.30896	0.13763	-0.35120	0.53486
104.532	-0.36623	-0.70805	-0.62856	-0.60424	133.846	-145.188	0.13576	-135.836	0.50072
0.53369	-0.46463	0.02487	0.75456	-0.08100	0.58081	0.32196	-0.98700	-0.60433	0.08933
0.39957	-0.53211	0.36941	130.298	0.21349	0.50406	-0.02376	-139.772	-0.94909	0.59999
-0.02520	-0.58552	0.28277	163.014	0.19514	0.17786	116.337	-168.931	-0.38428	0.09446
0.16584	-0.23244	0.19622	183.246	0.39324	0.05907	0.31217	-0.53641	-0.53400	0.39168
0.87979	-0.81006	-0.60971	-0.98520	-0.87329	157.044	-0.61516	-126.462	-128.903	0.22159
0.34228	-0.45753	0.27648	135.799	0.20392	0.38304	0.24388	-117.072	-0.72856	0.40175
-0.06501	-0.19679	-107.022	0.66608	-0.29190	0.58374	-0.64950	0.62032	-0.98728	0.55302
0.40944	-0.83053	-0.21636	0.08540	-0.46708	104.065	0.24870	-179.207	-0.96300	0.19215
181.329	-0.13020	0.75999	0.42258	0.14950	0.65118	-0.18300	-0.42079	-0.36877	-0.21226
142.891	-0.60692	-0.39006	-108.803	-0.69225	175.794	-192.218	-0.64014	-178.162	0.74774
0.78575	-0.91060	-0.01007	-0.22855	-0.45358	142.051	-0.80642	-197.325	-158.984	0.73620
122.798	-0.37672	0.87900	112.155	0.45905	0.81118	-156.730	-105.448	-158.506	123.574
0.07413	-0.67502	-0.18617	0.81175	-0.18747	0.64693	0.43607	-146.361	-0.81273	0.28914
0.30345	-0.77901	-0.49626	-0.05927	-0.60117	100.612	0.46459	-148.445	-0.78311	-0.02449
111.776	-0.74777	-0.23341	-0.72673	-0.63402	152.543	-0.94866	-130.749	-141.922	0.44202
0.78674	-0.31772	-0.54667	-0.03815	-0.40008	0.95903	-0.72142	0.01283	-0.96768	0.27536
0.76781	-0.39797	0.12248	0.78659	0.13009	0.93663	-173.763	-0.57203	-173.610	130.820
0.99174	-0.14424	0.05603	0.71867	0.10269	0.67848	-105.604	0.09348	-104.121	0.60685
0.69748	-0.63279	-0.73380	-0.67611	-0.81778	119.560	0.15874	-0.82268	-0.70650	-0.25893
103.202	-0.51361	-0.00564	-0.07962	-0.41032	0.84593	0.68393	-108.447	-0.28916	-0.51116
0.66503	-0.77852	-0.21459	-0.24265	-0.61817	0.98953	0.98195	-172.297	-0.40836	-0.48520
0.05508	-0.90480	-0.61971	-0.12967	-0.77872	0.87783	159.569	-191.352	-0.26113	-0.62162
0.29766	-0.36182	-0.26675	0.80874	-0.18827	0.31249	120.507	-0.63973	-0.01303	-0.49023
104.964	-0.21535	-0.29315	0.04613	-0.29314	0.82360	-0.41438	0.08593	-0.65618	-0.01367
0.49666	-0.29131	0.00903	108.713	0.12046	0.48425	-0.33542	-0.42435	-0.86081	0.50015
128.618	-0.12615	0.80113	126.411	0.49517	0.46830	-0.84491	-0.41447	-0.91179	0.62191
190.535	-0.66371	0.10070	-122.450	-0.61583	184.932	-181.625	-112.041	-169.812	0.59206
0.73535	-0.61562	-0.12273	0.08699	-0.35906	0.98310	-0.06996	-120.281	-0.89549	0.16370
0.77013	-0.44339	0.73677	138.644	0.37922	0.45880	-0.10413	-138.136	-0.86739	0.54795
0.20664	-0.32170	0.37204	183.601	0.38942	0.03200	0.76285	-0.96563	-0.34943	0.17399
0.99487	-0.63232	0.00407	-0.18698	-0.46984	0.96702	0.62201	-140.660	-0.43860	-0.41130
0.85018	-0.80221	-0.13453	-0.35624	-0.54984	128.141	-0.20794	-166.209	-110.450	0.20927
0.82303	-0.12621	-0.28679	0.50202	-0.11699	0.59774	-0.38463	0.28890	-0.62475	0.11232
0.64222	-0.40082	0.35832	116.475	0.22206	0.54132	-0.34620	-0.96335	-0.96443	0.60137
101.316	-0.43427	0.19958	0.34056	-0.17010	0.70219	0.44814	-0.99669	-0.39436	-0.25905
0.23100	-0.68324	0.58317	145.806	0.14542	0.17222	190.078	-224.852	0.00856	-0.40299
0.50138	-0.78175	0.11600	0.46792	-0.20813	0.94059	-0.01096	-186.577	-109.434	0.45046
0.62454	0.08314	0.45126	198.783	0.61116	-0.14518	0.20357	0.18852	-0.23860	0.18627
0.86111	-0.16887	-0.70797	-0.14938	-0.47192	0.83827	-0.38000	0.49681	-0.59540	-0.11737
0.04038	-0.17829	-0.19986	157.139	0.18619	0.05891	0.53041	-0.13655	-0.34126	0.12919
0.46956	-0.72197	0.05977	0.54713	-0.16307	0.92400	-0.27119	-163.106	-120.180	0.60267
0.93065	-0.56598	-0.23985	-0.24346	-0.47116	112.370	-0.34642	-0.91951	-0.95215	0.13523
100.126	-0.37194	0.94613	145.789	0.51055	0.47291	-0.46269	-127.081	-0.98593	0.70475
116.908	-0.16016	0.55884	101.513	0.26910	0.40520	-0.01764	-0.44985	-0.44429	0.04975
0.68441	-0.21988	-0.86555	-0.15082	-0.50272	0.93592	-0.77465	0.51151	-0.90456	0.20292
154.291	0.03680	101.810	142.127	0.65496	0.32944	-0.85025	-0.10918	-0.73397	0.51052
0.45860	-0.67626	-0.06469	0.40171	-0.31584	0.73880	0.78462	-155.982	-0.51489	-0.15617
190.570	-0.22644	0.42703	-0.16467	-0.05110	121.771	-179.072	-0.19654	-135.173	0.63549
0.55526	-0.03339	0.50266	201.382	0.64536	0.02122	-0.33928	-0.09745	-0.68958	0.64572
111.664	-0.39713	0.13894	0.18555	-0.21703	0.76950	0.26861	-0.81406	-0.43524	-0.25421
0.33328	-0.30530	0.11692	138.269	0.19243	0.24453	0.40819	-0.66489	-0.48284	0.18557
111.124	-0.29941	-0.05109	0.20657	-0.11771	101.369	-137.463	-0.18411	-131.909	0.71320
158.155	-0.62259	0.18502	-0.71297	-0.53186	131.960	-0.16394	-133.877	-0.76690	-0.22912
0.17511	-0.45544	-0.37386	0.83054	-0.09744	0.71505	-0.65960	-0.57020	-123.487	0.79275
0.33842	-0.61334	-0.14652	0.55978	-0.27027	0.63964	0.78171	-134.319	-0.48556	-0.12302
111.924	-0.37703	-0.00836	0.12037	-0.17019	105.168	-116.198	-0.45291	-126.021	0.60686
0.53791	-0.93933	-0.23806	-0.23055	-0.54882	137.335	-0.54289	-194.404	-149.440	0.63475
116.182	-0.44020	-0.49033	-0.68859	-0.65033	123.170	-0.50337	-0.34292	-0.84583	-0.08157
105.754	-0.52036	0.79132	0.93069	0.21317	0.65219	0.01484	-161.070	-0.79007	0.30782
116.389	-0.42296	0.70652	0.80858	0.16157	0.60790	0.15981	-129.198	-0.58063	0.07120
0.56660	-0.12708	0.51801	190.899	0.62431	0.20372	-0.79454	-0.29703	-104.208	0.96633
117.736	-0.06145	0.40151	0.97636	0.26467	0.42966	-0.41045	-0.01117	-0.57499	0.20104
130.593	-0.41171	0.23730	0.07048	-0.17769	0.96341	-0.43644	-0.80829	-0.83296	0.12542
0.93753	-0.34545	0.37948	0.78582	0.03272	0.43611	0.75783	-0.94574	-0.17540	-0.33956
0.53508	-0.34595	-114.545	-0.53518	-0.80543	0.98437	-0.00044	0.26078	-0.55127	-0.30843
147.234	-0.24895	0.34553	0.19820	-0.07992	0.77740	-0.17532	-0.46862	-0.50584	-0.15014
0.32142	-0.21492	0.45305	192.855	0.46383	-0.08132	0.87571	-0.74170	-0.16973	0.03258
0.29094	-0.52391	0.19748	122.979	0.11841	0.45975	0.26756	-129.869	-0.77479	0.39932
0.60024	-0.76738	0.38396	0.65185	-0.10678	0.76688	0.56934	-209.711	-0.73943	0.12742
-0.29302	0.02429	0.41691	310.407	0.91678	-0.64140	0.79413	-0.13547	-0.17764	0.45496
139.441	-0.65875	-0.00876	-0.73682	-0.59170	137.672	-0.36259	-128.489	-0.94379	-0.05162
0.35791	-0.48804	0.07587	104.810	0.04573	0.53819	0.06708	-107.491	-0.83167	0.41423
154.168	-0.35379	0.44012	0.12330	-0.03995	103.903	-103.745	-0.69543	-110.687	0.43823
0.73090	-0.53904	0.27184	0.67318	-0.06377	0.64498	0.44238	-136.607	-0.57240	0.00814
117.985	-0.37943	-0.07736	-0.10652	-0.32434	0.98531	-0.40223	-0.50365	-0.77990	0.02991
0.08811	-0.54250	-0.16595	103.364	-0.05057	0.54592	0.14459	-108.158	-0.87430	0.45002
0.94067	-0.40230	0.27896	0.66710	0.05742	0.79080	-0.70060	-0.82270	-108.820	0.58054
152.194	-0.29685	130.774	135.284	0.66307	0.64905	-128.353	-116.735	-132.011	103.190
121.819	0.22728	0.99393	214.778	0.96368	0.00586	-114.415	0.42132	-0.83403	0.88126
0.59041	-0.59202	-0.20456	0.20599	-0.35425	0.87597	0.15947	-112.649	-0.76642	0.07102
0.55033	-0.20988	-0.21529	0.94226	0.13238	0.75245	-174.797	0.16343	-159.934	126.009
0.74583	-0.71015	0.23890	0.42098	-0.13113	102.198	-0.51633	-166.777	-128.673	0.65123
102.959	-0.30691	0.42716	0.84178	0.15116	0.59209	-0.25114	-0.72928	-0.73095	0.27240
0.35055	-0.89596	0.10741	0.51312	-0.20969	102.982	-0.21843	-215.588	-135.611	0.71772
0.11596	-0.10969	0.98280	302.522	0.99455	-0.57459	116.890	-0.92470	-0.02557	0.22630
0.91883	-0.42195	0.54391	0.95743	0.17515	0.57213	0.00857	-117.534	-0.71697	0.26605
0.87796	-0.23395	0.20838	0.95666	0.22456	0.70363	-132.594	-0.23950	-132.975	0.96274
0.84073	-0.49492	-154.137	-164.761	-129.125	157.389	-0.58826	0.27754	-0.89947	-0.30388
190.918	-0.24066	-0.14326	-0.92933	-0.49718	143.235	-156.657	0.16627	-115.686	0.20567
171.380	0.01012	132.884	161.634	0.89484	0.52313	-204.517	-0.23178	-146.830	133.382
0.69837	-0.38873	0.04848	0.71120	-0.01833	0.68558	-0.35296	-0.68888	-0.90438	0.40872
-0.28827	-0.17221	-118.161	0.83227	-0.30946	0.37952	-0.02246	0.65779	-0.63561	0.24035
0.29107	-0.85947	-0.12695	0.32432	-0.36524	0.98096	0.21352	-194.691	-105.200	0.35161
0.64543	-0.39258	-0.00201	0.73761	-0.00077	0.73905	-0.68181	-0.62253	-111.365	0.63889
140.943	-0.21072	0.71954	0.76951	0.17870	0.42525	0.54552	-0.75491	-0.10314	-0.40203
0.71594	-0.24129	0.07551	0.90238	0.05098	0.42352	0.19965	-0.38684	-0.44506	0.01184
-0.84698	0.03333	0.23622	362.393	0.99467	-0.96888	140.696	-0.12547	0.07125	0.35885
0.04425	0.96547	0.36118	-131.701	133.210	0.08277	110.926	-0.14013	-0.37690	117.299
159.752	0.47582	0.91295	-0.02970	-0.65825	-0.10034	205.007	-154.777	0.23071	-106.999
105.434	0.50598	0.36639	-0.19030	0.36134	-0.41592	0.53947	0.08719	-0.85807	-0.58678
127.934	-0.03978	0.44473	0.53833	-0.12324	-0.65210	0.37246	0.99347	-159.072	-114.959
0.12376	0.96176	0.46135	-112.975	125.204	0.13887	102.867	-0.31358	-0.22075	0.99781
0.56225	114.594	0.55923	-0.95522	0.97046	0.16875	0.98341	-122.448	0.36521	0.37940
0.58433	116.239	0.30836	-0.91202	120.926	-0.05396	0.30202	-0.73168	-0.03919	0.21953
0.83159	0.20887	0.41230	-0.09006	0.31163	-0.43400	0.74809	0.79852	-133.303	-0.30594
0.93171	0.36175	0.55459	-0.30402	0.11965	-0.26665	135.572	0.00066	-0.77378	-0.25610
138.236	0.83953	0.45421	-0.02237	0.35690	-0.30777	0.10979	-0.90775	-0.11915	-112.472
0.49467	0.86021	0.34315	-0.96697	0.93843	-0.11192	0.95272	-0.25468	-0.44543	0.45635
102.037	0.71865	0.07112	-0.38296	0.77571	-0.57597	-0.15065	0.27456	-102.195	-0.59629
104.308	0.68723	0.16775	-0.24700	0.70494	-0.51574	-0.13644	0.18732	-0.92494	-0.66689
135.689	0.57187	0.64261	0.07479	-0.00455	-0.24209	0.79503	-0.77913	-0.22097	-101.128
102.694	0.79711	0.71597	-0.35491	0.28981	0.01866	115.147	-116.722	0.18794	-0.38522
116.507	0.29400	0.28678	-0.02809	0.18201	-0.60485	0.49827	0.55741	-129.153	-0.79270
153.211	0.63966	0.33318	0.02423	0.12352	-0.53333	0.23401	-0.49547	-0.56124	-131.468
0.22363	0.86605	0.09721	-112.620	137.224	-0.24540	0.44527	0.46802	-0.93778	0.76515
110.251	0.64531	0.42431	-0.40865	0.28447	-0.31383	0.93433	-0.45502	-0.48415	-0.50653
0.86589	0.98980	0.43123	-0.79550	0.68109	-0.09327	0.92333	-0.97939	0.01565	-0.07389
0.64806	0.92977	0.50086	-0.97562	0.69855	0.01268	136.188	-0.88206	-0.00600	0.33616
168.987	0.06295	0.46922	0.63957	-0.43097	-0.70682	0.43090	0.34759	-124.329	-169.319
111.874	0.63940	0.51725	-0.16472	0.30694	-0.25070	0.65908	-0.49536	-0.38467	-0.65276
138.430	0.63957	0.42588	-0.07006	0.15111	-0.40727	0.50502	-0.56853	-0.44596	-104.881
151.398	0.45437	0.44336	0.20634	-0.04755	-0.51124	0.41742	-0.28797	-0.69357	-132.256
0.61527	0.79469	0.46401	-0.88072	0.67924	-0.06726	128.501	-0.49055	-0.30194	0.33085
0.32328	110.379	0.45683	-0.99711	125.495	0.12887	0.67722	-0.68333	0.03426	0.64361
116.970	0.23528	0.48180	0.08532	0.00356	-0.46242	0.81976	0.31751	-106.904	-0.78038
0.59854	0.78651	0.77892	-103.870	0.32556	0.21924	234.871	-121.092	0.25309	0.58702
169.750	0.46756	0.51273	0.19510	-0.30022	-0.49396	0.75741	-0.68300	-0.47287	-149.396
0.78037	0.82561	0.36800	-0.99332	0.55815	-0.17885	140.666	-0.61741	-0.32167	0.17772
0.14953	123.806	0.24625	-126.759	162.423	0.05492	0.35262	-0.42813	-0.14216	0.89874
0.59619	0.74408	0.49687	-0.83203	0.64479	-0.05494	132.996	-0.42303	-0.33933	0.34618
107.813	0.92351	0.51019	-0.59923	0.41733	-0.11592	101.588	-116.657	0.10086	-0.39309
0.27234	0.74098	0.26328	-0.94770	113.862	-0.16890	0.72333	0.38160	-0.85706	0.69112
0.63417	0.72833	0.55524	-0.55280	0.68309	-0.03361	0.93852	-0.37976	-0.31188	0.14050
135.350	0.41806	0.22463	-0.15800	0.09133	-0.65646	0.59119	0.17421	-110.384	-0.97258
0.41731	0.65265	0.47219	-0.84083	0.76241	-0.06301	128.069	-0.01585	-0.59076	0.56642
146.394	0.28144	0.42524	0.20937	-0.15189	-0.57994	0.62974	0.08469	-0.99848	-122.741
0.30929	137.698	0.27893	-137.780	150.576	0.09922	0.56915	-0.98211	0.21160	0.77110
0.13164	117.912	0.21077	-131.201	159.165	0.00817	0.45256	-0.26983	-0.28571	0.95147
116.998	0.77285	0.44025	-0.23742	0.41761	-0.27772	0.44572	-0.65746	-0.28240	-0.72855
123.053	0.52611	0.53153	0.22035	0.26111	-0.33058	0.18748	-0.22754	-0.56672	-100.294
108.210	0.70977	0.52896	-0.42540	0.27030	-0.19073	107.729	-0.75835	-0.21704	-0.44854
106.173	0.34526	0.42443	-0.27110	0.09535	-0.42419	114.028	0.15805	-0.97036	-0.47052
0.29093	0.82487	0.44373	-101.453	100.822	0.02035	115.151	-0.18931	-0.40351	0.76529
224.067	0.42613	0.73309	0.43579	-0.99892	-0.47388	136.183	-157.493	0.02440	-216.037
0.88001	0.84773	0.45952	-0.81842	0.48381	-0.12531	130.561	-0.84644	-0.13098	-0.02209
101.332	0.41014	0.73073	-0.44980	-0.15291	-0.10781	206.628	-0.63469	-0.33286	-0.18924
0.97747	0.45519	0.61986	-0.51783	-0.00553	-0.17520	183.782	-0.47851	-0.45614	-0.16030
178.867	0.60711	0.37672	-0.05233	-0.26626	-0.57269	0.80569	-0.89766	-0.40359	-151.961
145.875	0.65866	0.55412	-0.06443	-0.02105	-0.30738	0.82891	-0.94994	-0.16817	-108.890
180.381	0.63297	0.67084	0.17057	-0.40025	-0.31894	0.98369	-141.518	0.08960	-157.814
129.828	0.62515	0.48222	0.03813	0.23644	-0.34537	0.34823	-0.48530	-0.43413	-100.095
230.465	0.50499	0.59633	0.82453	-0.66101	-0.60066	0.14158	-123.765	-0.15780	-257.551
0.73732	0.85931	0.24817	-0.59153	0.95765	-0.27981	0.17451	-0.10469	-0.59072	-0.10814
0.80613	0.84979	0.08532	-0.75306	0.93311	-0.43737	0.22345	0.05486	-0.81393	-0.13647
135.999	0.44662	0.56609	0.01269	-0.10022	-0.35508	0.97643	-0.46918	-0.51748	-0.96740
0.92853	142.185	0.69339	-0.84132	0.79618	0.28805	0.91622	-230.664	112.891	-0.12883
0.50695	0.98418	0.38406	-135.642	0.80955	-0.01254	166.344	-0.80730	-0.09823	0.69129
0.47350	110.014	0.17943	-0.86171	140.692	-0.16393	-0.10029	-0.19947	-0.41003	0.27350
0.11069	107.976	0.36556	-131.668	137.296	0.11238	0.97890	-0.40992	-0.17425	106.847
0.95508	0.32324	0.45251	-0.10321	0.25188	-0.38749	0.78489	0.37624	-104.092	-0.45000
107.505	-0.10094	0.18369	0.03970	0.00444	-0.82563	0.73466	154.637	-209.680	-0.66892
139.870	0.69645	0.41919	-0.35590	0.04859	-0.38115	100.781	-0.85133	-0.30095	-0.88747
0.75448	0.89670	0.15571	-0.43393	114.258	-0.35936	-0.42429	0.11050	-0.72368	-0.28317
189.451	0.71585	0.84653	0.13494	-0.58897	-0.15523	140.678	-204.196	0.55786	-160.691
0.95466	0.89518	0.56793	-0.31606	0.62008	-0.05669	0.47974	-0.90263	0.03712	-0.41928
137.844	0.59112	0.19894	-0.02176	0.33540	-0.62643	-0.04272	0.01455	-0.91731	-115.318
177.006	0.30768	0.49986	0.41568	-0.41376	-0.59683	0.61680	-0.34708	-0.74734	-168.553
0.54024	0.39657	0.31953	-0.59599	0.63353	-0.34049	0.98569	0.71423	-122.701	0.27338
0.92105	0.37850	0.42121	-0.19291	0.32550	-0.38033	0.77040	0.33578	-100.776	-0.37903
0.66085	0.17068	0.43750	0.22345	0.60041	-0.39597	0.04374	122.279	-149.448	-0.31089
0.29916	0.90794	0.44248	-0.92127	113.428	0.04415	0.81021	-0.26574	-0.30331	0.66810
136.133	0.53056	0.55760	-0.07450	-0.05460	-0.32653	0.99265	-0.64326	-0.38881	-0.93630
164.411	0.43882	0.88666	0.33613	-0.52991	-0.16828	132.507	-124.971	0.06629	-137.272
143.254	0.50642	0.45806	0.20248	0.07847	-0.45629	0.28712	-0.30342	-0.62770	-123.852
0.88881	0.97874	0.23182	-0.84437	0.79659	-0.27683	0.60661	-0.61144	-0.31886	-0.14298
127.169	0.84444	0.37935	-0.31180	0.39545	-0.32769	0.43318	-0.81805	-0.21999	-0.83507
0.73562	0.86383	0.44593	-0.96339	0.59198	-0.08506	141.191	-0.76376	-0.15993	0.22732
0.98697	0.62460	0.22587	-0.56763	0.48092	-0.45750	0.73564	0.02206	-0.86585	-0.34352
0.88013	126.343	0.47553	-0.81489	0.89484	0.04740	0.59126	-153.170	0.49968	-0.13618
127.090	0.45500	0.39414	0.22300	0.26858	-0.48972	0.02986	0.12003	-0.88724	-108.468
158.942	0.53614	0.42662	-0.03049	-0.15590	-0.50331	0.80790	-0.63121	-0.51428	-127.358
117.249	0.30561	0.45545	0.03249	0.06776	-0.45689	0.74748	0.22267	-0.99808	-0.77780
147.735	0.88087	0.77939	-0.11269	-0.04060	-0.02673	107.409	-181.867	0.55845	-104.868
0.59473	0.89454	0.36669	-0.84264	0.90985	-0.11116	0.77979	-0.39690	-0.34078	0.25992
0.53522	114.348	0.42693	-117.258	100.016	0.06935	111.546	-105.906	0.17542	0.50588
128.965	0.48334	0.43522	-0.09690	0.07184	-0.43193	0.77098	-0.24415	-0.69231	-0.87742
0.61196	103.962	0.29580	-0.91028	106.638	-0.11945	0.51589	-0.54508	-0.22730	0.21749
